369,30503.6.A.21232650,,1.44.C.4500,,,
368,30308.34.G.86415688,,1.44.C.4500,,,
367,30177.10.T.69348787,,1.44.C.4500,,,
366,30109.65.C.181430303,,1.44.C.4500,,,
365,30078.11.C.140507801,,1.44.C.4500,,,
364,29740.32.G.152326264,,1.44.C.4500,,,
363,29680.59.A.51175275,,1.44.C.4500,,,
362,29643.46.C.15272150,,1.44.C.4500,,,
361,29630.28.C.153253768,,1.44.C.4500,,,
360,29594.26.A.187542867,,1.44.C.4500,,,
359,29562.15.C.21971075,,1.44.C.4500,,,
358,29544.56.C.41306509,,1.44.C.4500,,,
357,29305.10.C.70098607,,1.44.C.4500,,,
356,29231.18.T.225367725,,1.44.C.4500,,,
355,29203.61.T.166900279,,1.44.C.4500,,,
354,29059.54.C.98215795,,1.44.C.4500,,,
353,28953.56.C.41420074,,1.44.C.4500,,,
352,28953.27.G.126336081,,1.44.C.4500,,,
351,28874.56.G.41408892,,1.44.C.4500,,,
350,28720.53.T.69021837,,1.44.C.4500,,,
349,28534.35.T.534243,,1.44.C.4500,,,
348,28441.32.C.152326190,,1.44.C.4500,,,
347,28356.8.C.46244837,,1.44.C.4500,,,
346,28353.26.G.187539775,,1.44.C.4500,,,
345,28289.69.T.189584484,,1.44.C.4500,,,
344,28212.49.C.47629628,,1.44.C.4500,,,
343,28201.19.A.95557619,,1.44.C.4500,,,
342,28161.1.C.175898254,,1.44.C.4500,,,
341,28153.44.C.139399322,,1.44.C.4500,,,
340,28063.26.C.187540134,,1.44.C.4500,,,
339,28032.26.A.187542236,,1.44.C.4500,,,
338,27769.26.C.187628356,,1.44.C.4500,,,
337,27592.42.C.29553588,,1.44.C.4500,,,
336,27474.29.C.38285447,,1.44.C.4500,,,
335,27391.27.C.126370329,,1.44.C.4500,,,
334,27327.48.C.176638395,,1.44.C.4500,,,
333,27251.40.A.116339550,,1.44.C.4500,,,
332,27169.60.T.38988369,,1.44.C.4500,,,
331,27095.41.C.100678305,,1.44.C.4500,,,
330,27015.6.T.21237338,,1.44.C.4500,,,
329,26965.10.T.70034899,,1.44.C.4500,,,
328,26746.46.C.15276694,,1.44.C.4500,,,
327,26723.6.T.21233637,,1.44.C.4500,,,
326,26674.54.T.98209194,,1.44.C.4500,,,
325,26594.6.T.21225792,,1.44.C.4500,,,
324,26572.26.G.187557368,,1.44.C.4500,,,
323,26523.27.A.126369930,,1.44.C.4500,,,
322,26454.6.C.21230922,,1.44.C.4500,,,
321,26403.10.A.69772851,,1.44.C.4500,,,
320,26384.44.G.139413215,,1.44.C.4500,,,
319,26194.23.C.56493721,,1.44.C.4500,,,
318,26191.26.C.187629688,,1.44.C.4500,,,
317,26140.11.C.140482941,,1.44.C.4500,,,
316,26130.41.C.100686883,,1.44.C.4500,,,
315,26099.24.C.212652807,,1.44.C.4500,,,
314,25967.32.C.152323785,,1.44.C.4500,,,
313,25963.41.G.100683865,,1.44.C.4500,,,
312,25939.26.C.187628668,,1.44.C.4500,,,
311,25651.8.G.46231178,,1.44.C.4500,,,
310,25503.27.C.126372352,,1.44.C.4500,,,
309,25371.58.C.47041360,,1.44.C.4500,,,
308,25285.41.C.100686613,,1.44.C.4500,,,
307,25259.20.A.55225440,,1.44.C.4500,,,
306,25246.3.G.23450471,,1.44.C.4500,,,
305,25179.45.C.120458858,,1.44.C.4500,,,
304,25161.66.C.228996733,,1.44.C.4500,,,
303,24850.10.C.70071050,,1.44.C.4500,,,
302,24800.41.C.100685232,,1.44.C.4500,,,
301,24729.56.A.40747124,,1.44.C.4500,,,
300,24716.17.C.3777746,,1.44.C.4500,,,
299,24535.59.T.51174967,,1.44.C.4500,,,
298,24480.66.C.228883611,,1.44.C.4500,,,
297,24330.50.G.178937485,,1.44.C.4500,,,
296,24148.20.C.55227888,,1.44.C.4500,,,
295,24142.53.C.68950417,,1.44.C.4500,,,
294,23917.2.T.77325289,,1.44.C.4500,,,
293,23904.69.C.189349321,,1.44.C.4500,,,
292,23849.20.C.55273268,,1.44.C.4500,,,
291,23814.5.A.40747972,,1.44.C.4500,,,
290,23806.8.C.46244611,,1.44.C.4500,,,
289,23737.53.T.69033188,,1.44.C.4500,,,
288,23731.9.C.54945281,,1.44.C.4500,,,
287,23681.33.C.9943630,,1.44.C.4500,,,
286,23431.37.C.63269106,,1.44.C.4500,,,
285,23354.53.C.68984774,,1.44.C.4500,,,
284,23332.42.T.29588849,,1.44.C.4500,,,
283,23234.61.T.166912921,,1.44.C.4500,,,
282,23091.48.C.176721519,,1.44.C.4500,,,
281,22831.56.C.40713459,,1.44.C.4500,,,
280,22829.29.C.38272320,,1.44.C.4500,,,
279,22635.61.T.166894359,,1.44.C.4500,,,
278,22583.44.C.139401298,,1.44.C.4500,,,
277,22559.48.C.176638630,,1.44.C.4500,,,
276,22548.27.T.126239202,,22389.40.G.116414968,,1.44.C.4500,,,
275,22514.26.C.187542514,,1.44.C.4500,,,
274,22475.37.C.63453855,,1.44.C.4500,,,
273,22408.37.C.63246527,,1.44.C.4500,,,
272,22389.40.G.116414968,,1.44.C.4500,,,
271,22288.51.A.8770841,,1.44.C.4500,,,
270,22087.41.C.100681863,,1.44.C.4500,,,
269,21938.34.C.86479715,,1.44.C.4500,,,
268,21871.53.C.69020442,,20550.6.G.21230342,,1.44.C.4500,,,
267,21849.8.A.46246438,,,
266,21679.29.T.38277074,,1.44.C.4500,,,
265,21552.16.C.207646905,,1.44.C.4500,,,
264,21383.46.A.15295826,,,
263,21329.48.C.176638438,,5574.24.C.212285333,,,
262,21308.11.T.140534460,,20550.6.G.21230342,,1.44.C.4500,,,
261,21266.61.C.166848663,,1.44.C.4500,,,
260,21260.61.A.166911186,,1.44.C.4500,,,
259,21098.41.A.100686219,,1.44.C.4500,,,
258,21084.13.C.69462787,,1.44.C.4500,,,
257,21064.2.A.77325315,,1.44.C.4500,,,
256,20804.20.A.55229199,,1.44.C.4500,,,
255,20719.54.G.98268854,,1.44.C.4500,,,
254,20656.26.G.187630533,,1.44.C.4500,,,
253,20634.56.A.41385110,,1.44.C.4500,,,
252,20606.41.T.100676589,,1.44.C.4500,,,
251,20550.6.G.21230342,,1.44.C.4500,,,
250,20417.32.C.152326608,,1.44.C.4500,,,
249,20375.34.A.86416151,,18854.30.C.123247606,,,
248,20165.2.T.77375648,,,
247,20074.41.C.100676505,,5574.24.C.212285333,,,
246,19901.70.T.38121047,18769.56.A.41306659,,,
245,19827.46.C.15271937,,1.44.C.4500,,,
244,19673.37.G.63473102,,1.44.C.4500,,,
243,19599.24.C.212252708,,1.44.C.4500,,,
242,19149.23.C.56495737,,5574.24.C.212285333,,,
241,19089.32.G.152326061,,1.44.C.4500,,,
240,19067.17.T.3778173,,7873.38.T.10599951,,,
239,19005.26.C.187629415,,,
238,18973.27.C.126336381,,5574.24.C.212285333,,,
237,18854.30.C.123247606,,,
236,18797.10.T.69349102,,1.44.C.4500,,,
235,18781.20.C.55260510,,5574.24.C.212285333,,,
234,18769.56.A.41306659,,,
233,18726.60.T.38904780,,,
232,18618.27.C.126370558,,,
231,18526.6.G.21232622,,17304.48.C.176638065,,,
230,18407.26.T.187628634,,,
229,18277.22.A.37884058,,17499.60.T.38888940,,5574.24.C.212285333,,,
228,18275.2.A.77353833,,7873.38.T.10599951,,,
227,18264.2.T.77317968,,5574.24.C.212285333,,,
226,18203.30.C.123324054,,5574.24.C.212285333,,,
225,18156.29.C.38272123,,,
224,18095.56.G.40710541,,5574.24.C.212285333,,,
223,18004.27.T.126336076,,5574.24.C.212285333,,,
222,17992.61.T.166915192,,5574.24.C.212285333,,,
221,17795.28.T.153332863,,,
220,17770.18.C.225346768,,,
219,17753.33.G.9892182,,5574.24.C.212285333,,,
218,17744.66.A.228856037,,,
217,17669.6.T.21232635,,5574.24.C.212285333,,,
216,17632.57.C.48954367,,5574.24.C.212285333,,,
215,17619.54.G.98248019,,17304.48.C.176638065,,,
214,17597.32.T.152329682,,,
213,17499.60.T.38888940,,5574.24.C.212285333,,,
212,17474.49.T.47629781,,,
211,17304.48.C.176638065,,,
210,17265.53.C.69005901,,,
209,17098.34.C.86493610,,5574.24.C.212285333,,,
208,17088.27.C.126237657,,,
207,16876.36.A.209961915,,5574.24.C.212285333,,,
206,16787.46.A.15292603,,,
205,16566.61.T.166930047,,,
204,16560.41.C.100674962,,15252.22.G.37882049,,5574.24.C.212285333,,,
203,16554.53.T.69033234,,,
202,16478.56.T.41306567,,,
201,1.44.C.4500,,,
200,16366.32.C.152325956,,,
199,16197.32.T.152326596,,,
198,16188.8.A.46240698,,,
197,16159.32.G.152326735,,,
196,16147.53.C.69028121,,,
195,16016.19.C.95574830,,5574.24.C.212285333,,,
194,15989.46.A.15296146,,12614.70.G.38154074,,
193,15987.1.C.175896737,,5574.24.C.212285333,,,
192,15891.10.A.70082309,,15252.22.G.37882049,,5574.24.C.212285333,,,
191,15802.6.A.21233041,,15252.22.G.37882049,,5574.24.C.212285333,,,
190,15729.56.C.40980899,,5574.24.C.212285333,,,
189,15713.53.C.68942878,,,
188,15620.1.C.175896821,,,
187,15388.8.T.46244475,,5574.24.C.212285333,,,
186,15315.33.C.10274061,,,
185,15252.22.G.37882049,,5574.24.C.212285333,,,
184,15217.60.C.38912184,,,
183,15125.20.C.55227889,,,
182,14957.46.C.15298030,,,
181,14736.19.T.95592989,,,
180,14693.61.C.166859261,,,
179,14525.6.C.21230471,,,
178,14239.26.C.187539055,,,
177,14235.51.G.8745973,,,
176,14177.27.A.126240368,,7873.38.T.10599951,,,
175,13999.9.G.54958107,,7873.38.T.10599951,,,
174,13994.41.C.100683543,,,
173,13817.10.T.69666010,,5574.24.C.212285333,,,
172,13791.19.G.95582156,,,
171,13719.20.T.55227900,,7873.38.T.10599951,,,
170,13666.6.T.21227492,,,
169,13386.61.G.166892993,,5574.24.C.212285333,,,
168,13360.1.C.175897832,,,
167,13293.24.C.212537894,,,
166,13166.41.A.100680305,,5574.24.C.212285333,,,
165,12989.70.A.38134685,,
164,12911.22.G.37866432,,,
163,12907.46.G.15288583,,,
162,12866.52.G.113558633,,5574.24.C.212285333,,,
161,12787.46.T.15273340,,,
160,12691.70.C.38154127,,
159,12678.45.C.120512217,,,
158,12614.70.G.38154074,,
157,12613.52.C.113558529,,7873.38.T.10599951,,,
156,12496.34.A.86468389,,5574.24.C.212285333,,,
155,12300.51.C.8628590,,5574.24.C.212285333,,,
154,12154.70.C.38121862,,
153,12031.26.C.187539551,,,
152,12010.27.G.126241253,,,
151,11997.27.T.126372413,,,
150,11990.61.G.166894583,,5574.24.C.212285333,,,
149,11895.41.A.100676855,,,
148,11841.26.T.187539666,,5574.24.C.212285333,,,
147,11774.34.A.86468811,,5574.24.C.212285333,,,
146,11653.25.A.148526908,,,
145,11534.6.C.21229535,,,
144,11526.51.G.8665670,,,
143,11500.36.T.209974622,,,
142,11406.60.C.38913728,,,
141,11279.27.C.126369935,,,
140,11060.10.G.70048902,,5574.24.C.212285333,,,
139,10981.66.C.228883055,,,
138,10853.41.C.100685982,,7873.38.T.10599951,,,
137,10847.45.T.120539668,,,
136,10795.59.C.51173295,,,
135,10667.53.C.68950411,,,
134,10493.66.C.228883730,,,
133,10373.70.T.38119796,5574.24.C.212285333,,,
132,10346.52.G.113517963,,,
131,10256.1.C.175899077,,,
130,10207.66.T.228881584,,,
129,10059.54.C.98224142,,,
128,10042.32.A.152326124,,,
127,10023.25.C.148525888,,,
126,9974.41.G.100685440,,,
125,9801.21.C.16475099,,,
124,9782.45.C.120459272,,5574.24.C.212285333,,,
123,9769.61.C.166930074,,,
122,9740.27.A.126242236,,,
121,9706.2.C.77353903,,,
120,9634.6.C.21228890,,,
119,9593.57.C.49027196,,,
118,9548.70.T.38165036,5574.24.C.212285333,,,
117,9425.48.C.176631136,,7873.38.T.10599951,,,
116,9313.6.C.21235398,,,
115,9269.19.C.95574078,,,
114,9255.46.C.15289836,,5574.24.C.212285333,,,
113,9239.56.G.41306649,,,
112,9219.34.C.86415586,,,
111,9216.46.C.15271770,,,
110,9137.66.G.228882971,,5574.24.C.212285333,,,
109,9057.6.C.21224797,,,
108,8952.61.C.166915109,,,
107,8826.49.C.47629928,,,
106,8820.15.T.21971011,,,
105,8813.53.C.69050741,,,
104,8802.41.C.100684972,,,
103,8775.27.C.126400975,,,
102,8773.68.C.7578188,,,
101,8741.45.A.120509055,,,
100,8656.14.C.68842415,,,
99,8565.24.C.212530080,,,
98,8372.66.C.228886671,,,
97,8371.18.C.225376297,,,
96,8279.46.C.15290009,,5574.24.C.212285333,,,
95,8002.56.T.40730781,,,
94,7968.46.C.15302601,,,
93,7873.38.T.10599951,,,
92,7464.11.G.140476802,,,
91,7444.34.T.86493614,,,
90,7378.23.G.56490589,,,
89,7370.61.C.166929982,,,
88,7333.6.G.21255339,,,
87,7179.12.C.202136319,,,
86,7162.28.A.153251917,,5574.24.C.212285333,,,
85,6724.45.C.120572538,,,
84,6719.2.C.77359900,,,
83,6711.61.T.166848792,,,
82,6449.20.T.55225368,,,
81,6415.36.C.209968704,,,
80,6371.8.C.46233248,,,
79,6357.21.T.16456059,,,
78,6323.20.G.55087009,,,
77,6302.33.A.10032236,,,
76,6204.10.C.70071226,,,
75,6202.20.C.55273246,,,
74,6111.42.A.29687513,,,
73,6101.70.C.38122045,,
72,6039.50.A.178947878,,,
71,5989.48.C.176639151,,,
70,5961.26.C.187524330,,,
69,5574.24.C.212285333,,,
68,5544.25.A.148516714,,,
67,5331.19.C.95562915,,,
66,5268.45.A.120484190,,,
65,5220.6.A.21238307,,,
64,5214.20.T.55223530,,,
63,5167.34.T.86468301,,,
62,5025.46.T.15280941,,,
61,4876.6.G.21230429,,2778.37.A.63269252,,,
60,4814.25.C.148529836,,,
59,4748.6.G.21233379,,,
58,4699.26.T.187521096,,,
57,4507.65.C.181430223,,,
56,4469.10.G.69646481,,,
55,4468.61.C.166894430,,,
54,4429.54.G.98218567,,,
53,4373.27.C.126412075,,,
52,4344.48.C.176721864,,,
51,4298.58.C.47045676,,,
50,4298.61.A.166894346,,,
49,4219.11.G.140439675,,,
48,4193.70.C.38119308,,
47,4129.64.C.128850237,,,
46,4076.2.C.77396084,,,
45,4074.51.C.8698391,,,
44,4009.66.C.228881583,,,
43,4001.26.C.187519126,,,
42,3850.26.T.187518885,,,
41,3830.56.C.40733356,,,
40,3701.50.T.178948089,,,
39,3599.66.G.228884596,,2778.37.A.63269252,,,
38,3587.6.C.21229554,,,
37,3390.33.T.9892254,,,
36,3383.34.C.86416310,,,
35,3107.69.C.189456515,,,
34,2993.44.C.139407505,,,
33,2969.6.G.21228390,,,
32,2954.6.T.21233744,,,
31,2939.50.C.178952125,,,
30,2822.10.C.70034878,,,
29,2820.23.A.56495566,,,
28,2792.57.C.49050884,,,
27,2778.37.A.63269252,,,
26,2702.26.C.187540203,,,
25,2657.23.C.56495745,,,
24,2440.25.C.148526839,,,
23,2399.62.C.47165309,,,
22,2291.46.C.15303263,,,
21,1813.52.G.113519782,,,
20,1770.46.C.15290955,,,
19,1709.40.T.116414963,,,
18,1553.24.C.212589904,,,
17,1421.32.G.152323868,,,
16,1228.26.A.187627872,,,
15,1143.4.T.105237176,,,
14,1066.11.C.140549942,,,
13,946.51.C.8737776,,,
12,922.7.C.27056247,,,
11,870.2.A.77323268,,,
10,623.16.G.207641938,,,
9,527.40.C.116403190,,,
8,446.20.A.55231428,,,
7,425.50.C.178937515,,,
6,347.28.C.153249445,,,
5,272.34.A.86415904,,,
4,151.44.A.139401374,,,
3,135.26.C.187539003,,,
2,130.48.C.176694642,,,
1,110.16.C.207640242,,,
0,,
